0.117772,0.022434,
0.117958,0.02267,
0.11733,0.022468,
0.11763,0.022762,
0.117954,0.022353,
0.117763,0.022286,
0.117683,0.022754,
0.119214,0.022369,
0.118368,0.022337,
0.117278,0.022107,
0.116919,0.022105,
0.120933,0.022485,
0.11728,0.022635,
0.118552,0.022562,
0.118073,0.02243,
0.112338,0.02218,
0.112253,0.022579,
0.112223,0.022421,
0.112397,0.022371,
0.112102,0.022225,
0.11228,0.023674,
0.11306,0.022679,
0.112077,0.022655,
0.111337,0.02254,
0.111873,0.022384,
0.112073,0.022473,
0.111831,0.022464,
0.15526,0.022183,
0.155009,0.022325,
0.155294,0.022358,
0.156947,0.022479,
0.155747,0.022102,
0.155071,0.022365,
0.147016,0.022101,
0.147106,0.022393,
0.14695,0.022199,
0.148547,0.022392,
0.148138,0.022026,
0.160948,0.022242,
0.161257,0.022398,
0.161686,0.022552,
0.183603,0.023244,
0.120728,0.02269,
0.121221,0.022422,
0.120127,0.022402,
0.120688,0.022555,
0.120963,0.022958,
0.132311,0.022445,
0.130098,0.022829,
0.129793,0.023289,
0.115462,0.056387,
0.11559,0.056767,
0.115625,0.057105,
0.153077,0.056783,
0.15304,0.056707,
0.153801,0.057027,
0.148741,0.057257,
0.149958,0.056376,
0.152507,0.056477,
0.152514,0.056464,
0.16106,0.056818,
0.152745,0.056651,
0.152002,0.05674,
0.152939,0.056612,
0.12236,0.056447,
0.123153,0.056787,
0.121917,0.057812,
0.121721,0.056873,
0.111654,0.056364,
0.111329,0.056788,
0.111438,0.057065,
0.107936,0.056944,
0.107874,0.056773,
0.133992,0.056255,
0.134465,0.057048,
0.130702,0.056622,
0.124897,0.057026,
0.124559,0.056342,
0.117052,0.057127,
0.117341,0.057257,
0.117366,0.056489,
0.117875,0.057115,
0.125616,0.056295,
0.127408,0.056489,
0.119275,0.056854,
0.120844,0.056665,
0.098631,0.056674,
0.098595,0.057855,
0.126795,0.056497,
0.127039,0.056357,
0.122771,0.056875,
0.123348,0.057131,
0.144127,0.057323,
0.126709,0.057137,
0.153549,0.056712,
0.153539,0.056918,
0.108936,0.057338,
0.129019927835052,0.039121402061856,0.168141329896907
