0.040759,0.002906,0.043665
0.022601,0.002877,0.025478
0.024603,0.003736,0.028339
0.052136,0.002982,0.055118
0.022672,0.002696,0.025368
0.05599,0.003108,0.059098
0.022184,0.002667,0.024851
0.052281,0.003248,0.055529
0.022165,0.002722,0.024887
0.028873,0.003032,0.031905
0.064071,0.003195,0.067266
0.038229,0.002835,0.041064
0.061717,0.003131,0.064848
0.02235,0.002713,0.025063
0.062234,0.00301,0.065244
0.022217,0.002688,0.024905
0.063336,0.003241,0.066577
0.022985,0.002699,0.025684
0.045906,0.00333,0.049236
0.033878,0.003193,0.037071
0.044853,0.003311,0.048164
0.028237,0.003552,0.031789
0.044973,0.004001,0.048974
0.021907,0.003674,0.025581
0.042643,0.00384,0.046483
0.021634,0.002994,0.024628
0.023131,0.003345,0.026476
0.025403,0.002669,0.028072
0.030807,0.00382,0.034627
0.043746,0.003761,0.047507
0.049812,0.006024,0.055836
0.020032,0.002696,0.022728
0.034037,0.003407,0.037444
0.029131,0.003318,0.032449
0.039028,0.004806,0.043834
0.018017,0.002639,0.020656
0.033299,0.003468,0.036767
0.067237,0.002705,0.069942
0.029394,0.002673,0.032067
0.033145,0.003124,0.036269
0.074293,0.003528,0.077821
0.031293,0.003074,0.034367
0.059719,0.003188,0.062907
0.031392,0.003087,0.034479
0.052825,0.003242,0.056067
0.031935,0.003204,0.035139
0.073946,0.003114,0.07706
0.031444,0.003108,0.034552
0.031426,0.003127,0.034553
0.058383,0.003176,0.061559
0.031315,0.003069,0.034384
0.071667,0.003095,0.074762
0.031223,0.003574,0.034797
0.056104,0.003638,0.059742
0.06917,0.003631,0.072801
0.032651,0.003492,0.036143
0.068888,0.003524,0.072412
0.039906,0.003744,0.04365
0.043203,0.003783,0.046986
0.064181,0.003625,0.067806
0.040345,0.003618,0.043963
0.05272,0.003475,0.056195
0.04883,0.003809,0.052639
0.016476,0.003913,0.020389
0.017663,0.004914,0.022577
0.039293,0.005355,0.044648
0.035867,0.00582,0.041687
0.017037,0.004577,0.021614
0.020203,0.005692,0.025895
0.052844,0.005689,0.058533
0.023879,0.003888,0.027767
0.058681,0.004525,0.063206
0.022972,0.004016,0.026988
0.055426,0.004492,0.059918
0.023619,0.004957,0.028576
0.044801,0.004073,0.048874
0.048297,0.004338,0.052635
0.018558,0.002892,0.02145
0.04371,0.003438,0.047148
0.019768,0.00313,0.022898
0.049182,0.003748,0.05293
0.046794,0.00303,0.049824
0.051672,0.003256,0.054928
0.047955,0.003137,0.051092
0.07248,0.003579,0.076059
0.044939,0.003178,0.048117
